ensembl_gene_id;log2FoldChange;pvalue;padj;length;symbol;entrezgene;description;PR661W_Vec;PR661W_TRPM1;PR661W_TRPM1.norm.count.mean;PR661W_Vec.norm.count.mean;baseMean
ENSMUSG00000038759;-0,075169855;0,418792615;0,99995239;9306;Nup205;70699;"nucleoporin 205 [Source:MGI Symbol;Acc:MGI:2141625]";187,4084023;177,8937446;177,8937446;187,4084023;182,6510735
ENSMUSG00000068758;-0,594156997;0,418930357;0,99995239;2967;Il3ra;16188;"interleukin 3 receptor, alpha chain [Source:MGI Symbol;Acc:MGI:96553]";8,129997675;5,385565883;5,385565883;8,129997675;6,757781779
ENSMUSG00000025858;-0,148551943;0,419055344;0,99995239;2431;Get4;67604;"golgi to ER traffic protein 4 [Source:MGI Symbol;Acc:MGI:1914854]";74,90358152;67,57467928;67,57467928;74,90358152;71,2391304
ENSMUSG00000032185;-0,17936057;0,419066338;0,99995239;4852;Carm1;59035;"coactivator-associated arginine methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1913208]";56,49152796;49,88734712;49,88734712;56,49152796;53,18943754
ENSMUSG00000026283;-0,224706951;0,419130395;0,99995239;4729;Ing5;66262;"inhibitor of growth family, member 5 [Source:MGI Symbol;Acc:MGI:1922816]";39,81307685;34,07079048;34,07079048;39,81307685;36,94193366
ENSMUSG00000035778;-0,224239865;0,419195979;0,99995239;4709;Ggta1;14594;"glycoprotein galactosyltransferase alpha 1, 3 [Source:MGI Symbol;Acc:MGI:95704]";39,93263564;34,18417081;34,18417081;39,93263564;37,05840323
ENSMUSG00000079084;0,269764424;0,419197905;0,99995239;9835;Ccdc82;66396;"coiled-coil domain containing 82 [Source:MGI Symbol;Acc:MGI:1913646]";49,79623576;60,03488705;60,03488705;49,79623576;54,9155614
ENSMUSG00000033068;-0,552577894;0,419378381;0,99995239;4775;Entpd6;12497;"ectonucleoside triphosphate diphosphohydrolase 6 [Source:MGI Symbol;Acc:MGI:1202295]";9,146247385;6,23591839;6,23591839;9,146247385;7,691082887
ENSMUSG00000038618;-0,552577894;0,419378381;0,99995239;2154;Rassf7;66985;"Ras association (RalGDS/AF-6) domain family (N-terminal) member 7 [Source:MGI Symbol;Acc:MGI:1914235]";9,146247385;6,23591839;6,23591839;9,146247385;7,691082887
ENSMUSG00000041278;0,28993599;0,419396763;0,99995239;2032;Ttc1;66827;"tetratricopeptide repeat domain 1 [Source:MGI Symbol;Acc:MGI:1914077]";41,5466793;50,7943898;50,7943898;41,5466793;46,17053455
ENSMUSG00000029148;-0,144828833;0,419494844;0,99995239;3559;Nrbp1;192292;"nuclear receptor binding protein 1 [Source:MGI Symbol;Acc:MGI:2183436]";77,59365428;70,18242697;70,18242697;77,59365428;73,88804063
ENSMUSG00000044258;1,003620584;0,419564118;0,99995239;2108;Ctla2a;13024;"cytotoxic T lymphocyte-associated protein 2 alpha [Source:MGI Symbol;Acc:MGI:88554]";2,092278813;4,195072372;4,195072372;2,092278813;3,143675593
ENSMUSG00000035382;-0,221274212;0,419589878;0,99995239;5202;Pcsk7;18554;"proprotein convertase subtilisin/kexin type 7 [Source:MGI Symbol;Acc:MGI:107421]";40,70976777;34,92114299;34,92114299;40,70976777;37,81545538
ENSMUSG00000057863;-0,160381355;0,419605687;0,99995239;383;Rpl36;54217;"ribosomal protein L36 [Source:MGI Symbol;Acc:MGI:1860603]";66,71380445;59,69474605;59,69474605;66,71380445;63,20427525
ENSMUSG00000038732;0,406841753;0,419618542;0,99995239;3659;Mboat1;218121;"membrane bound O-acyltransferase domain containing 1 [Source:MGI Symbol;Acc:MGI:2387184]";18,17293598;24,09332105;24,09332105;18,17293598;21,13312852
ENSMUSG00000036241;-0,103047567;0,419892916;0,99995239;4189;Ube2r2;67615;"ubiquitin-conjugating enzyme E2R 2 [Source:MGI Symbol;Acc:MGI:1914865]";124,8193761;116,2148427;116,2148427;124,8193761;120,5171094
ENSMUSG00000039518;-0,218210914;0,419953874;0,99995239;2678;Cdsn;386463;"corneodesmosin [Source:MGI Symbol;Acc:MGI:3505689]";41,5466793;35,71480533;35,71480533;41,5466793;38,63074231
ENSMUSG00000037544;-0,1698474;0,420061343;0,99995239;6805;Dlgap5;218977;"DLG associated protein 5 [Source:MGI Symbol;Acc:MGI:2183453]";61,09454135;54,30918016;54,30918016;61,09454135;57,70186076
ENSMUSG00000024727;-0,681690147;0,420063133;0,99995239;7719;Trpm6;225997;"transient receptor potential cation channel, subfamily M, member 6 [Source:MGI Symbol;Acc:MGI:2675603]";6,456174624;4,02500187;4,02500187;6,456174624;5,240588247
ENSMUSG00000028538;-0,28422068;0,420377147;0,99995239;2768;St3gal3;20441;"ST3 beta-galactoside alpha-2,3-sialyltransferase 3 [Source:MGI Symbol;Acc:MGI:1316659]";27,19962457;22,33592587;22,33592587;27,19962457;24,76777522
ENSMUSG00000039005;0,286469893;0,420409696;0,99995239;5556;Tlr4;21898;"toll-like receptor 4 [Source:MGI Symbol;Acc:MGI:96824]";42,6227084;51,98488331;51,98488331;42,6227084;47,30379585
ENSMUSG00000015668;-0,238422494;0,420431613;0,99995239;2127;Pdzd11;72621;"PDZ domain containing 11 [Source:MGI Symbol;Acc:MGI:1919871]";36,04697499;30,55600011;30,55600011;36,04697499;33,30148755
ENSMUSG00000050064;-0,238422494;0,420431613;0,99995239;8276;Zfp697;242109;"zinc finger protein 697 [Source:MGI Symbol;Acc:MGI:2139736]";36,04697499;30,55600011;30,55600011;36,04697499;33,30148755
ENSMUSG00000037847;0,462400338;0,420439177;0,99995239;3689;Nmrk1;225994;"nicotinamide riboside kinase 1 [Source:MGI Symbol;Acc:MGI:2147434]";13,33080501;18,36761417;18,36761417;13,33080501;15,84920959
ENSMUSG00000039157;-0,132817984;0,420627335;0,99995239;6066;Fam102a;98952;"family with sequence similarity 102, member A [Source:MGI Symbol;Acc:MGI:2138935]";87,5170338;79,8197554;79,8197554;87,5170338;83,6683946
ENSMUSG00000026888;0,246487669;0,420760057;0,99995239;7185;Grb14;50915;"growth factor receptor bound protein 14 [Source:MGI Symbol;Acc:MGI:1355324]";62,17057046;73,75390751;73,75390751;62,17057046;67,96223898
ENSMUSG00000041720;0,183108928;0,420791893;0,99995239;11254;Pi4ka;224020;"phosphatidylinositol 4-kinase alpha [Source:MGI Symbol;Acc:MGI:2448506]";136,4165786;154,8775367;154,8775367;136,4165786;145,6470577
ENSMUSG00000044197;0,355642456;0,421046037;0,99995239;6786;Gpr146;80290;"G protein-coupled receptor 146 [Source:MGI Symbol;Acc:MGI:1933113]";24,98778697;31,97325429;31,97325429;24,98778697;28,48052063
ENSMUSG00000022427;-0,146540613;0,421118991;0,99995239;1651;Tomm22;223696;"translocase of outer mitochondrial membrane 22 [Source:MGI Symbol;Acc:MGI:2450248]";75,74049305;68,42503179;68,42503179;75,74049305;72,08276242
ENSMUSG00000026024;0,197625199;0,421460831;0,99995239;9496;Als2;74018;"alsin Rho guanine nucleotide exchange factor [Source:MGI Symbol;Acc:MGI:1921268]";110,5321007;126,7592138;126,7592138;110,5321007;118,6456573
ENSMUSG00000025237;-0,292818447;0,421747366;0,99995239;7763;Parp6;67287;"poly (ADP-ribose) polymerase family, member 6 [Source:MGI Symbol;Acc:MGI:1914537]";25,7649191;21,03205203;21,03205203;25,7649191;23,39848556
ENSMUSG00000032059;-0,398477859;0,421847034;0,99995239;3889;Alg9;102580;"asparagine-linked glycosylation 9 (alpha 1,2 mannosyltransferase) [Source:MGI Symbol;Acc:MGI:1924753]";15,54264261;11,79155477;11,79155477;15,54264261;13,66709869
ENSMUSG00000039917;-0,292278456;0,421904484;0,99995239;7534;Rhbdd2;215160;"rhomboid domain containing 2 [Source:MGI Symbol;Acc:MGI:1915612]";25,8246985;21,08874219;21,08874219;25,8246985;23,45672035
ENSMUSG00000032018;-0,095616496;0,421963694;0,99995239;4866;Sc5d;235293;"sterol-C5-desaturase [Source:MGI Symbol;Acc:MGI:1353611]";136,5959168;127,836327;127,836327;136,5959168;132,2161219
ENSMUSG00000031586;0,408185289;0,422409472;0,99995239;6556;Rbpms;19663;"RNA binding protein gene with multiple splicing [Source:MGI Symbol;Acc:MGI:1334446]";17,81425961;23,63979972;23,63979972;17,81425961;20,72702966
ENSMUSG00000004508;-0,440056963;0,422533214;0,99995239;6168;Gab2;14389;"growth factor receptor bound protein 2-associated protein 2 [Source:MGI Symbol;Acc:MGI:1333854]";13,15146683;9,694018589;9,694018589;13,15146683;11,42274271
ENSMUSG00000071757;0,247355206;0,422956665;0,99995239;4434;Zhx2;387609;"zinc fingers and homeoboxes 2 [Source:MGI Symbol;Acc:MGI:2683087]";61,03476196;72,45003366;72,45003366;61,03476196;66,74239781
ENSMUSG00000030045;-0,30189188;0,422969716;0,99995239;5450;Mrpl19;56284;"mitochondrial ribosomal protein L19 [Source:MGI Symbol;Acc:MGI:1926274]";24,38999303;19,78486835;19,78486835;24,38999303;22,08743069
ENSMUSG00000014846;0,587022571;0,42300616;0,99995239;1848;Tppp3;67971;"tubulin polymerization-promoting protein family member 3 [Source:MGI Symbol;Acc:MGI:1915221]";7,472424334;11,2246531;11,2246531;7,472424334;9,348538718
ENSMUSG00000012848;-0,098515096;0,423342943;0,99995239;1734;Rps5;20103;"ribosomal protein S5 [Source:MGI Symbol;Acc:MGI:1097682]";130,558198;121,9405496;121,9405496;130,558198;126,2493738
ENSMUSG00000029372;0,567733827;0,423574607;0,99995239;1083;Ppbp;57349;"pro-platelet basic protein [Source:MGI Symbol;Acc:MGI:1888712]";8,07021828;11,96162528;11,96162528;8,07021828;10,01592178
ENSMUSG00000108461;1,181247993;0,423671155;0,99995239;750;AV356131;;"expressed sequence AV356131 [Source:MGI Symbol;Acc:MGI:2142184]";1,374926077;3,117959195;3,117959195;1,374926077;2,246442636
ENSMUSG00000038335;-0,185355705;0,423687232;0,99995239;3837;Tsr1;104662;"TSR1 20S rRNA accumulation [Source:MGI Symbol;Acc:MGI:2144566]";52,6656467;46,31586659;46,31586659;52,6656467;49,49075665
ENSMUSG00000040860;0,388368883;0,423716647;0,99995239;8266;Crocc;230872;"ciliary rootlet coiled-coil, rootletin [Source:MGI Symbol;Acc:MGI:3529431]";19,96631782;26,13416707;26,13416707;19,96631782;23,05024245
ENSMUSG00000041731;-0,962892983;0,423760358;0,99995239;3611;Pgm5;226041;"phosphoglucomutase 5 [Source:MGI Symbol;Acc:MGI:1925668]";3,646543075;1,870775517;1,870775517;3,646543075;2,758659296
ENSMUSG00000031963;-0,087356519;0,423907818;0,99995239;4833;Bmper;73230;"BMP-binding endothelial regulator [Source:MGI Symbol;Acc:MGI:1920480]";152,1983388;143,2560525;143,2560525;152,1983388;147,7271957
ENSMUSG00000050945;0,486044923;0,423986757;0,99995239;4040;Zfp438;240186;"zinc finger protein 438 [Source:MGI Symbol;Acc:MGI:2444919]";11,65698196;16,32676815;16,32676815;11,65698196;13,99187505
ENSMUSG00000041124;-0,141627914;0,424032678;0,99995239;4647;Msantd4;78100;"Myb/SANT-like DNA-binding domain containing 4 with coiled-coils [Source:MGI Symbol;Acc:MGI:1925350]";78,60990399;71,25954015;71,25954015;78,60990399;74,93472207
ENSMUSG00000002968;-0,208924051;0,424354588;0,99995239;7629;Med25;75613;"mediator complex subunit 25 [Source:MGI Symbol;Acc:MGI:1922863]";43,63895811;37,75565134;37,75565134;43,63895811;40,69730473
ENSMUSG00000034312;0,191952854;0,424417371;0,99995239;11601;Iqsec1;232227;"IQ motif and Sec7 domain 1 [Source:MGI Symbol;Acc:MGI:1196356]";118,0643045;134,8659077;134,8659077;118,0643045;126,4651061
ENSMUSG00000033396;-0,150550346;0,424525469;0,99995239;8042;Spg11;214585;"SPG11, spatacsin vesicle trafficking associated [Source:MGI Symbol;Acc:MGI:2444989]";71,7352736;64,62679059;64,62679059;71,7352736;68,1810321
ENSMUSG00000022867;-0,091777846;0,424773633;0,99995239;5201;Usp25;30940;"ubiquitin specific peptidase 25 [Source:MGI Symbol;Acc:MGI:1353655]";142,3347387;133,5620339;133,5620339;142,3347387;137,9483863
ENSMUSG00000024050;-0,116124272;0,424848846;0,99995239;9242;Wiz;22404;"widely-interspaced zinc finger motifs [Source:MGI Symbol;Acc:MGI:1332638]";103,8368085;95,80638254;95,80638254;103,8368085;99,82159554
ENSMUSG00000024190;-0,065031973;0,424962259;0,99995239;3311;Dusp1;19252;"dual specificity phosphatase 1 [Source:MGI Symbol;Acc:MGI:105120]";216,2818499;206,7490397;206,7490397;216,2818499;211,5154448
ENSMUSG00000030965;-0,294940255;0,425024308;0,99995239;8421;Abraxas2;109359;"BRISC complex subunit [Source:MGI Symbol;Acc:MGI:1926116]";25,10734576;20,46515035;20,46515035;25,10734576;22,78624806
ENSMUSG00000028431;-0,121525197;0,42505311;0,99995239;7399;Ikbkap;230233;"inhibitor of kappa light polypeptide enhancer in B cells, kinase complex-associated protein [Source:MGI Symbol;Acc:MGI:1914544]";97,38063392;89,51377398;89,51377398;97,38063392;93,44720395
ENSMUSG00000024525;0,500419945;0,425168674;0,99995239;5367;Impa2;114663;"inositol (myo)-1(or 4)-monophosphatase 2 [Source:MGI Symbol;Acc:MGI:2149728]";10,82007044;15,30634514;15,30634514;10,82007044;13,06320779
ENSMUSG00000030870;-0,174687738;0,425205002;0,99995239;9629;Ubfd1;28018;"ubiquitin family domain containing 1 [Source:MGI Symbol;Acc:MGI:107301]";57,26866009;50,73769963;50,73769963;57,26866009;54,00317986
ENSMUSG00000053774;0,166627487;0,425225784;0,99995239;12655;Ubxn7;224111;"UBX domain protein 7 [Source:MGI Symbol;Acc:MGI:2146388]";174,1971561;195,5243866;195,5243866;174,1971561;184,8607713
ENSMUSG00000057789;-0,164356145;0,425254809;0,99995239;2407;Bak1;12018;"BCL2-antagonist/killer 1 [Source:MGI Symbol;Acc:MGI:1097161]";62,7683644;56,00988518;56,00988518;62,7683644;59,38912479
ENSMUSG00000049792;0,366611336;0,425465488;0,99995239;2508;Bag5;70369;"BCL2-associated athanogene 5 [Source:MGI Symbol;Acc:MGI:1917619]";22,77594937;29,3655066;29,3655066;22,77594937;26,07072799
ENSMUSG00000028152;0,182032857;0,425574251;0,99995239;7389;Tspan5;56224;"tetraspanin 5 [Source:MGI Symbol;Acc:MGI:1928096]";135,8187847;154,0838744;154,0838744;135,8187847;144,9513295
ENSMUSG00000023951;0,194730448;0,425598396;0,99995239;4285;Vegfa;22339;"vascular endothelial growth factor A [Source:MGI Symbol;Acc:MGI:103178]";112,9830559;129,3102713;129,3102713;112,9830559;121,1466636
ENSMUSG00000062044;0,314771666;0,42570052;0,99995239;5744;Lmtk3;381983;"lemur tyrosine kinase 3 [Source:MGI Symbol;Acc:MGI:3039582]";32,99822586;41,04368104;41,04368104;32,99822586;37,02095345
ENSMUSG00000039542;0,181534703;0,425800366;0,99995239;8664;Ncam1;17967;"neural cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:97281]";136,7154756;155,0476072;155,0476072;136,7154756;145,8815414
ENSMUSG00000032381;-0,263856844;0,425844212;0,99995239;1240;Fam96a;68250;"family with sequence similarity 96, member A [Source:MGI Symbol;Acc:MGI:1915500]";29,94947673;24,94367356;24,94367356;29,94947673;27,44657515
ENSMUSG00000053483;-0,177411445;0,425888439;0,99995239;4756;Usp21;30941;"ubiquitin specific peptidase 21 [Source:MGI Symbol;Acc:MGI:1353665]";55,77417523;49,32044545;49,32044545;55,77417523;52,54731034
ENSMUSG00000018433;-0,147704182;0,426057129;0,99995239;5357;Nol11;68979;"nucleolar protein 11 [Source:MGI Symbol;Acc:MGI:1916229]";73,28953787;66,1574251;66,1574251;73,28953787;69,72348149
ENSMUSG00000021556;-0,178201399;0,426067462;0,99995239;4424;Golm1;105348;"golgi membrane protein 1 [Source:MGI Symbol;Acc:MGI:1917329]";55,35571946;48,92361428;48,92361428;55,35571946;52,13966687
ENSMUSG00000021253;0,27708719;0,426110558;0,99995239;3383;Tgfb3;21809;"transforming growth factor, beta 3 [Source:MGI Symbol;Acc:MGI:98727]";45,19322237;54,7627015;54,7627015;45,19322237;49,97796194
ENSMUSG00000051285;0,189077933;0,426645254;0,99995239;6654;Pcmtd1;319263;"protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 [Source:MGI Symbol;Acc:MGI:2441773]";121,8304063;138,8909096;138,8909096;121,8304063;130,360658
ENSMUSG00000026097;-0,288935012;0,426762451;0,99995239;4711;Ormdl1;227102;"ORM1-like 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2181669]";25,7649191;21,08874219;21,08874219;25,7649191;23,42683065
ENSMUSG00000037788;0,285106638;0,426768165;0,99995239;9821;Vopp1;232023;"vesicular, overexpressed in cancer, prosurvival protein 1 [Source:MGI Symbol;Acc:MGI:2141658]";41,96513506;51,1345308;51,1345308;41,96513506;46,54983293
ENSMUSG00000099083;0,210548346;0,426794872;0,99995239;10988;Atf7;223922;"activating transcription factor 7 [Source:MGI Symbol;Acc:MGI:2443472]";91,22335627;105,5570913;105,5570913;91,22335627;98,39022378
ENSMUSG00000025872;-0,221515899;0,426805269;0,99995239;2428;Thoc3;73666;"THO complex 3 [Source:MGI Symbol;Acc:MGI:1920916]";39,39462109;33,78733964;33,78733964;39,39462109;36,59098036
ENSMUSG00000035093;0,129156184;0,427216207;0,99995239;8222;Secisbp2l;70354;"SECIS binding protein 2-like [Source:MGI Symbol;Acc:MGI:1917604]";370,5724676;405,2780052;405,2780052;370,5724676;387,9252364
ENSMUSG00000015829;-0,943283234;0,427500962;0,99995239;12867;Tnr;21960;"tenascin R [Source:MGI Symbol;Acc:MGI:99516]";3,70632247;1,927465684;1,927465684;3,70632247;2,816894077
ENSMUSG00000022545;-0,543117564;0,427512773;0,99995239;6730;Ercc4;50505;"excision repair cross-complementing rodent repair deficiency, complementation group 4 [Source:MGI Symbol;Acc:MGI:1354163]";9,08646799;6,23591839;6,23591839;9,08646799;7,66119319
ENSMUSG00000026319;-0,187513267;0,4275981;0,99995239;9500;2310035C23Rik;227446;"RIKEN cDNA 2310035C23 gene [Source:MGI Symbol;Acc:MGI:1922832]";50,87226486;44,67185174;44,67185174;50,87226486;47,7720583
ENSMUSG00000028047;0,231666258;0,42765565;0,99995239;4823;Thbs3;21827;"thrombospondin 3 [Source:MGI Symbol;Acc:MGI:98739]";70,77880329;83,10778509;83,10778509;70,77880329;76,94329419
ENSMUSG00000026307;-0,394290062;0,42767444;0,99995239;4549;Scly;50880;"selenocysteine lyase [Source:MGI Symbol;Acc:MGI:1355310]";15,42308382;11,73486461;11,73486461;15,42308382;13,57897422
ENSMUSG00000029817;0,192988913;0,427816883;0,99995239;6945;Tra2a;101214;"transformer 2 alpha [Source:MGI Symbol;Acc:MGI:1933972]";114,656879;131,0676665;131,0676665;114,656879;122,8622728
ENSMUSG00000016256;0,180904016;0,42792064;0,99995239;1441;Ctsz;64138;"cathepsin Z [Source:MGI Symbol;Acc:MGI:1891190]";136,775255;155,0476072;155,0476072;136,775255;145,9114311
ENSMUSG00000066043;-0,113959684;0,42807854;0,99995239;4960;Phactr4;100169;"phosphatase and actin regulator 4 [Source:MGI Symbol;Acc:MGI:2140327]";105,0921758;97,11025639;97,11025639;105,0921758;101,1012161
ENSMUSG00000046727;-0,648801213;0,428339912;0,99995239;4261;Cystm1;66060;"cysteine-rich transmembrane module containing 1 [Source:MGI Symbol;Acc:MGI:1913310]";6,755071598;4,308452706;4,308452706;6,755071598;5,531762152
ENSMUSG00000050530;0,324853609;0,42838383;0,99995239;4442;Fam171a1;269233;"family with sequence similarity 171, member A1 [Source:MGI Symbol;Acc:MGI:2442917]";30,18859431;37,81234151;37,81234151;30,18859431;34,00046791
ENSMUSG00000006134;-0,083072888;0,42843298;0,99995239;5042;Crkl;12929;"v-crk avian sarcoma virus CT10 oncogene homolog-like [Source:MGI Symbol;Acc:MGI:104686]";159,0131898;150,1155627;150,1155627;159,0131898;154,5643763
ENSMUSG00000035168;0,198029485;0,428474562;0,99995239;14570;Tanc1;66860;"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1 [Source:MGI Symbol;Acc:MGI:1914110]";106,6464401;122,3373808;122,3373808;106,6464401;114,4919104
ENSMUSG00000021365;-0,112557636;0,428489638;0,99995239;6376;Nedd9;18003;"neural precursor cell expressed, developmentally down-regulated gene 9 [Source:MGI Symbol;Acc:MGI:97302]";106,7062195;98,69758107;98,69758107;106,7062195;102,7019003
ENSMUSG00000040524;-0,111102174;0,428504742;0,99995239;8268;Zfp609;214812;"zinc finger protein 609 [Source:MGI Symbol;Acc:MGI:2674092]";108,6191601;100,5683566;100,5683566;108,6191601;104,5937584
ENSMUSG00000114025;0,673471983;0,428579548;0,99995239;1214;Gm49331;;"predicted gene, 49331 [Source:MGI Symbol;Acc:MGI:6121516]";5,260586731;8,390144743;8,390144743;5,260586731;6,825365737
ENSMUSG00000074582;-0,15642413;0,428635281;0,99995239;8770;Arfgef2;99371;"ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited) [Source:MGI Symbol;Acc:MGI:2139354]";66,59424566;59,75143621;59,75143621;66,59424566;63,17284094
ENSMUSG00000040570;1,191939071;0,428756282;0,99995239;3824;Rundc3b;242819;"RUN domain containing 3B [Source:MGI Symbol;Acc:MGI:2685286]";1,315146683;3,004578861;3,004578861;1,315146683;2,159862772
ENSMUSG00000046807;1,191939071;0,428756282;0,99995239;4603;Lrrc75b;192734;"leucine rich repeat containing 75B [Source:MGI Symbol;Acc:MGI:2143657]";1,315146683;3,004578861;3,004578861;1,315146683;2,159862772
ENSMUSG00000018398;0,203150095;0,428758285;0,99995239;6087;8-Sep;20362;"septin 8 [Source:MGI Symbol;Acc:MGI:894310]";99,47291273;114,5141377;114,5141377;99,47291273;106,9935252
ENSMUSG00000113328;0,552083208;0,428884459;0,99995239;3105;Gm47260;;"predicted gene, 47260 [Source:MGI Symbol;Acc:MGI:6096093]";8,428894649;12,35845645;12,35845645;8,428894649;10,39367555
ENSMUSG00000079654;0,663583109;0,428976694;0,99995239;3411;Prrt4;101359;"proline-rich transmembrane protein 4 [Source:MGI Symbol;Acc:MGI:2141677]";5,439924915;8,616905412;8,616905412;5,439924915;7,028415164
ENSMUSG00000003435;-0,06231316;0,429002832;0,99995239;5764;Supt5;20924;"suppressor of Ty 5 [Source:MGI Symbol;Acc:MGI:1202400]";223,0369215;213,60855;213,60855;223,0369215;218,3227357
ENSMUSG00000095990;0,60794841;0,42914602;0,99995239;2684;Zfp97;22759;"zinc finger protein 97 [Source:MGI Symbol;Acc:MGI:105921]";6,695292203;10,20423009;10,20423009;6,695292203;8,449761148
ENSMUSG00000030225;-0,499950737;0,429263602;0,99995239;8127;Dera;232449;"deoxyribose-phosphate aldolase (putative) [Source:MGI Symbol;Acc:MGI:1913762]";10,34183528;7,313031567;7,313031567;10,34183528;8,827433422
ENSMUSG00000052566;0,340906336;0,42934164;0,99995239;3978;Hook2;170833;"hook microtubule tethering protein 2 [Source:MGI Symbol;Acc:MGI:2181664]";26,72138942;33,84402981;33,84402981;26,72138942;30,28270961
ENSMUSG00000037174;0,225733801;0,429384379;0,99995239;9563;Elf2;69257;"E74-like factor 2 [Source:MGI Symbol;Acc:MGI:1916507]";75,1426991;87,86975914;87,86975914;75,1426991;81,50622912
ENSMUSG00000003458;-0,121451488;0,429545543;0,99995239;3975;Ncstn;59287;"nicastrin [Source:MGI Symbol;Acc:MGI:1891700]";95,58725208;87,86975914;87,86975914;95,58725208;91,72850561
ENSMUSG00000037339;-0,262962889;0,429886745;0,99995239;9114;Fam53a;74504;"family with sequence similarity 53, member A [Source:MGI Symbol;Acc:MGI:1919225]";29,59080036;24,66022273;24,66022273;29,59080036;27,12551154
ENSMUSG00000083307;1,035343116;0,430013592;0,99995239;1257;AA414768;245350;"expressed sequence AA414768 [Source:MGI Symbol;Acc:MGI:3035137]";1,853161235;3,798241201;3,798241201;1,853161235;2,825701218
ENSMUSG00000022098;0,164271305;0,430431784;0,99995239;8870;Bmp1;12153;"bone morphogenetic protein 1 [Source:MGI Symbol;Acc:MGI:88176]";177,365464;198,7557261;198,7557261;177,365464;188,0605951
ENSMUSG00000045838;-0,221878852;0,430452941;0,99995239;4779;A430105I19Rik;214239;"RIKEN cDNA A430105I19 gene [Source:MGI Symbol;Acc:MGI:2685199]";38,67726835;33,1637478;33,1637478;38,67726835;35,92050808
ENSMUSG00000021947;1,008339133;0,430529426;0,99995239;2178;Cryl1;68631;"crystallin, lambda 1 [Source:MGI Symbol;Acc:MGI:1915881]";1,972720024;3,968311703;3,968311703;1,972720024;2,970515864
ENSMUSG00000031521;-0,182703317;0,430628036;0,99995239;2321;Aga;11593;"aspartylglucosaminidase [Source:MGI Symbol;Acc:MGI:104873]";52,24719094;46,03241575;46,03241575;52,24719094;49,13980335
ENSMUSG00000079852;-0,384931328;0,430643803;0,99995239;1245;Klra4;16635|93970;"killer cell lectin-like receptor, subfamily A, member 4 [Source:MGI Symbol;Acc:MGI:101904]|killer cell lectin-like receptor, subfamily A, member 4 [Source:MGI Symbol;Acc:MGI:101904]";15,84153959;12,13169578;12,13169578;15,84153959;13,98661768
ENSMUSG00000042410;-0,126252381;0,43077936;0,99995239;9421;Agps;228061;"alkylglycerone phosphate synthase [Source:MGI Symbol;Acc:MGI:2443065]";90,02776837;82,48419325;82,48419325;90,02776837;86,25598081
ENSMUSG00000035237;0,590874896;0,430783104;0,99995239;1342;Lcat;16816;"lecithin cholesterol acyltransferase [Source:MGI Symbol;Acc:MGI:96755]";7,113747966;10,7144416;10,7144416;7,113747966;8,914094782
ENSMUSG00000027956;0,565556643;0,430878868;0,99995239;3487;Tmem144;70652;"transmembrane protein 144 [Source:MGI Symbol;Acc:MGI:1917902]";7,890880096;11,67817444;11,67817444;7,890880096;9,784527268
ENSMUSG00000013160;0,190399027;0,430925901;0,99995239;1793;Atp6v0d1;11972;"ATPase, H+ transporting, lysosomal V0 subunit D1 [Source:MGI Symbol;Acc:MGI:1201778]";117,3469517;133,9021749;133,9021749;117,3469517;125,6245633
ENSMUSG00000071172;-0,052890526;0,431040225;0,99995239;7899;Srsf3;20383;"serine/arginine-rich splicing factor 3 [Source:MGI Symbol;Acc:MGI:98285]";263,9260275;254,4254703;254,4254703;263,9260275;259,1757489
ENSMUSG00000067219;-0,570364377;0,431153262;0,99995239;4393;Nipal1;70701;"NIPA-like domain containing 1 [Source:MGI Symbol;Acc:MGI:1917951]";8,249556465;5,555636384;5,555636384;8,249556465;6,902596424
ENSMUSG00000025171;-0,314709502;0,431162994;0,99995239;1687;Ubtd1;226122;"ubiquitin domain containing 1 [Source:MGI Symbol;Acc:MGI:2385092]";21,99881724;17,68733216;17,68733216;21,99881724;19,8430747
ENSMUSG00000037190;-0,591122937;0,43132819;0,99995239;1974;Cyb561d2;56368;"cytochrome b-561 domain containing 2 [Source:MGI Symbol;Acc:MGI:1929280]";7,771321307;5,158805214;5,158805214;7,771321307;6,46506326
ENSMUSG00000058317;0,328767545;0,431417151;0,99995239;4628;Ube2e2;218793;"ubiquitin-conjugating enzyme E2E 2 [Source:MGI Symbol;Acc:MGI:2384997]";28,93322702;36,33839717;36,33839717;28,93322702;32,63581209
ENSMUSG00000022769;0,324688885;0,431426838;0,99995239;1108;Sdf2l1;64136;"stromal cell-derived factor 2-like 1 [Source:MGI Symbol;Acc:MGI:2149842]";29,82991794;37,35882017;37,35882017;29,82991794;33,59436906
ENSMUSG00000027641;0,240460978;0,431457421;0,99995239;5993;Rbl1;19650;"RB transcriptional corepressor like 1 [Source:MGI Symbol;Acc:MGI:103300]";63,24659956;74,71764035;74,71764035;63,24659956;68,98211996
